単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/4/15,4:30,12768,4888,4157,1732,2,485,2020,0,324,0,0,32,0,45,1,-996,78,12768
2025/4/15,5:00,12883,4888,4000,1717,2,481,2024,0,326,0,0,44,0,204,2,-882,77,12883
2025/4/15,5:30,12818,4887,4183,1678,2,477,2029,0,326,10,0,43,0,207,2,-1104,78,12818
2025/4/15,6:00,13078,4887,3912,1622,2,479,2009,0,325,233,0,42,0,280,3,-778,62,13078
2025/4/15,6:30,13501,4888,3682,1480,2,470,2004,0,325,648,0,49,0,312,1,-420,60,13501
2025/4/15,7:00,13956,4887,2980,1357,2,466,1989,0,323,1173,0,52,0,299,1,414,13,13956
2025/4/15,7:30,14596,4887,2568,1271,2,470,2021,0,322,1848,0,69,0,-31,4,1152,13,14596
2025/4/15,8:00,15335,4887,2694,1212,2,469,1951,0,324,2715,0,88,0,-375,3,1384,-19,15335
2025/4/15,8:30,16258,4887,2289,1210,2,471,1915,0,326,3483,0,85,0,-380,3,1986,-19,16258
2025/4/15,9:00,16740,4887,2010,1211,2,474,1823,0,326,3748,0,84,0,-432,2,2642,-37,16740
2025/4/15,9:30,16725,4888,1787,1213,2,488,1828,0,327,4127,0,90,0,-430,1,2440,-36,16725
2025/4/15,10:00,16637,4888,1872,1210,2,491,1739,0,326,4377,0,100,0,-406,5,2082,-49,16637
2025/4/15,10:30,16766,4887,2137,1211,2,484,1741,0,326,4353,0,99,0,-466,4,2036,-48,16766
2025/4/15,11:00,16685,4886,2164,1216,2,498,1700,0,325,3989,0,98,0,-255,5,2114,-57,16685
2025/4/15,11:30,16547,4886,1930,1215,2,489,1677,0,325,3694,0,103,0,-609,4,2890,-59,16547
2025/4/15,12:00,15602,4886,1590,1213,2,499,1698,0,326,3297,0,121,0,-909,3,2898,-22,15602
2025/4/15,12:30,15724,4886,2059,1211,2,504,1700,0,326,3400,0,106,0,-693,6,2238,-21,15724
2025/4/15,13:00,16466,4885,1860,1212,2,497,1793,0,319,2947,0,110,0,-251,12,3032,48,16466
2025/4/15,13:30,16541,4886,1698,1209,2,507,1847,0,154,2886,0,131,0,-160,3,3328,50,16541
2025/4/15,14:00,16503,4887,2395,1294,2,496,1908,0,145,2912,0,125,0,-88,4,2462,-39,16503
2025/4/15,14:30,16482,4886,2869,1334,2,509,1922,0,145,2662,0,106,0,39,1,2046,-39,16482
2025/4/15,15:00,16169,4885,3012,1441,2,504,1935,0,145,2312,0,106,0,53,4,1790,-20,16169
2025/4/15,15:30,16335,4886,3637,1574,2,503,1956,0,145,2026,0,120,0,-130,3,1632,-19,16335
2025/4/15,16:00,16372,4886,3935,1658,2,497,2054,0,145,1562,0,124,0,-131,7,1596,37,16372
2025/4/15,16:30,16391,4886,4290,1712,2,492,2105,0,145,1147,0,103,0,105,5,1364,35,16391
2025/4/15,17:00,16255,4886,3964,1709,2,493,2259,0,145,634,0,99,0,216,2,1778,68,16255
2025/4/15,17:30,16336,4886,4313,1710,2,484,2272,0,145,282,0,96,0,234,1,1844,67,16336
2025/4/15,18:00,16562,4885,4442,1711,2,501,2350,0,145,55,0,102,0,213,5,2068,83,16562
2025/4/15,18:30,16784,4886,4719,1712,2,483,2341,0,145,0,0,91,0,205,3,2114,83,16784
2025/4/15,19:00,16715,4886,4511,1710,2,488,2252,0,145,0,0,87,0,212,1,2336,85,16715
2025/4/15,19:30,16441,4886,4227,1774,2,484,2243,0,145,0,0,92,0,332,0,2172,84,16441
2025/4/15,20:00,16251,4885,4085,1785,2,488,2239,0,145,0,0,104,0,332,1,2102,83,16251
2025/4/15,20:30,16014,4885,4122,1783,2,479,2238,0,145,0,0,93,0,346,1,1836,84,16014
2025/4/15,21:00,15695,4886,4299,1772,2,470,2204,0,145,0,0,90,0,339,1,1408,79,15695
2025/4/15,21:30,15330,4886,4389,1713,2,481,2196,0,145,0,0,82,0,323,1,1032,80,15330
2025/4/15,22:00,14892,4886,4263,1707,2,483,2140,0,145,0,0,81,0,303,2,806,74,14892
2025/4/15,22:30,14354,4886,3972,1710,2,485,2138,0,145,0,0,79,0,316,1,546,74,14354
2025/4/15,23:00,14081,4887,3975,1709,2,472,2109,0,145,0,0,66,0,307,1,330,78,14081
2025/4/15,23:30,13574,4887,3921,1705,2,480,2022,0,145,0,0,54,0,322,0,-44,80,13574
2025/4/16,0:00,13012,4887,3361,1524,2,487,1929,0,145,0,0,43,0,327,0,228,79,13012
2025/4/16,0:30,12537,4887,3051,1426,2,486,1900,0,145,0,0,30,0,163,0,368,79,12537
2025/4/16,1:00,12361,4849,3612,1475,2,480,1853,0,145,0,0,25,0,-270,0,112,78,12361
2025/4/16,1:30,12399,4809,3459,1477,2,494,1877,0,145,0,0,21,0,-282,0,318,79,12399
2025/4/16,2:00,12513,4810,3443,1479,2,511,1942,0,145,0,0,18,0,-270,0,350,83,12513
2025/4/16,2:30,12919,4821,3910,1468,2,504,1959,0,145,0,0,16,0,-256,13,254,83,12919
2025/4/16,3:00,13298,4832,3684,1459,2,491,1973,0,145,0,0,13,0,272,4,334,89,13298
2025/4/16,3:30,13451,4844,4019,1415,2,497,1994,0,145,0,0,12,0,243,2,190,88,13451
2025/4/16,4:00,13592,4856,4205,1409,2,507,2007,0,145,0,0,11,0,218,4,138,90,13592
2025/4/16,4:30,13559,4868,4571,1404,2,502,2008,0,145,0,0,10,0,220,3,-264,90,13559
2025/4/16,5:00,13765,4880,4292,1404,2,491,2003,0,145,0,0,9,0,195,3,252,89,13765
2025/4/16,5:30,13717,4886,4193,1406,2,489,2000,0,145,12,0,10,0,201,2,282,89,13717
2025/4/16,6:00,13952,4887,4348,1404,2,487,1986,0,145,305,0,11,0,240,3,66,68,13952
2025/4/16,6:30,14246,4887,3704,1405,2,483,1980,0,145,943,0,9,0,123,2,494,69,14246
2025/4/16,7:00,14394,4887,3209,1418,2,404,1863,0,145,1649,0,6,0,-805,2,1578,36,14394
2025/4/16,7:30,14731,4887,2958,1387,2,377,1878,0,145,2356,0,4,0,-1054,0,1754,37,14731
2025/4/16,8:00,15619,4887,2906,1141,2,369,1789,0,145,2945,1,4,0,-845,4,2234,38,15619
2025/4/16,8:30,16322,4887,2436,965,2,369,1752,0,145,3391,1,4,0,-713,2,3044,38,16322
2025/4/16,9:00,16590,4886,2129,883,2,374,1712,0,145,3749,2,6,0,-725,2,3448,-21,16590
2025/4/16,9:30,16625,4886,2215,817,2,373,1702,0,145,4348,2,7,0,-1068,5,3216,-23,16625
2025/4/16,10:00,16628,4887,2175,608,2,367,1692,0,145,4938,2,9,0,-913,4,2754,-40,16628
2025/4/16,10:30,16664,4887,2051,508,2,369,1694,0,145,5131,10,13,0,-945,4,2836,-31,16664
2025/4/16,11:00,16637,4886,1491,498,2,365,1628,0,145,5185,10,17,0,-1242,3,3690,-31,16637
2025/4/16,11:30,16399,4887,1086,502,2,360,1575,0,145,5200,11,15,0,-1488,4,4142,-31,16399
2025/4/16,12:00,15757,4887,955,500,2,364,1576,0,145,5309,23,14,0,-1832,1,3854,-18,15757
2025/4/16,12:30,15566,4887,1043,500,2,366,1583,0,145,5483,22,14,0,-2020,1,3580,-18,15566
2025/4/16,13:00,16150,4886,1505,500,2,369,1616,0,145,5594,10,11,0,-1880,2,3430,-30,16150
2025/4/16,13:30,16243,4886,1462,500,2,358,1668,0,145,5464,6,11,0,-1372,0,3152,-33,16243
2025/4/16,14:00,16172,4886,1705,501,2,361,1714,0,145,5159,2,11,0,-946,1,2656,-23,16172
2025/4/16,14:30,16027,4886,1983,501,2,359,1733,0,145,4641,2,13,0,-778,3,2560,-21,16027
2025/4/16,15:00,15843,4886,2416,508,2,365,1955,0,145,4023,2,10,0,-622,1,2148,6,15843
2025/4/16,15:30,15750,4886,2499,698,2,368,2011,0,145,3298,1,8,0,-404,1,2234,4,15750
2025/4/16,16:00,15890,4886,3020,808,2,366,2136,0,145,2472,0,8,0,-159,1,2168,37,15890
2025/4/16,16:30,15611,4885,3011,1026,2,412,2209,0,145,1609,0,7,0,44,2,2222,37,15611
2025/4/16,17:00,15408,4886,3481,1149,2,466,2352,0,145,868,0,7,0,546,0,1440,66,15408
2025/4/16,17:30,15414,4886,3272,1436,2,485,2375,0,145,367,0,5,0,462,1,1912,66,15414
2025/4/16,18:00,15585,4884,3551,1470,2,476,2502,0,145,67,0,6,0,629,6,1760,87,15585
2025/4/16,18:30,15886,4884,4176,1474,2,487,2498,0,145,0,0,7,0,359,2,1768,84,15886
2025/4/16,19:00,15770,4885,3744,1434,2,495,2423,0,145,0,0,10,0,321,0,2228,83,15770
2025/4/16,19:30,15514,4885,3965,1410,2,473,2416,0,145,0,0,15,0,261,1,1858,83,15514
2025/4/16,20:00,15311,4885,4030,1407,2,475,2398,0,145,0,0,19,0,237,1,1632,80,15311
2025/4/16,20:30,15071,4887,4080,1407,2,474,2387,0,145,0,0,23,0,213,1,1374,78,15071
2025/4/16,21:00,14902,4887,4262,1406,2,469,2344,0,145,0,0,29,0,205,1,1076,76,14902
2025/4/16,21:30,14458,4886,4264,1405,2,476,2321,0,145,0,0,33,0,206,2,642,76,14458
2025/4/16,22:00,14141,4886,4441,1405,2,476,2289,0,145,0,0,25,0,206,2,190,74,14141
2025/4/16,22:30,13619,4885,3868,1406,2,477,2257,0,145,0,0,19,0,206,2,278,74,13619
2025/4/16,23:00,13427,4886,4075,1405,2,476,2164,0,145,0,0,12,0,208,3,-24,75,13427
2025/4/16,23:30,12932,4886,3558,1530,2,484,2039,0,145,0,0,8,0,206,2,-2,74,12932
2025/4/17,0:00,12354,4886,2782,1625,2,497,1737,0,145,0,0,6,0,-28,0,624,78,12354
2025/4/17,0:30,11940,4886,2615,1556,2,497,1732,0,145,0,0,7,0,-138,0,560,78,11940
2025/4/17,1:00,11740,4885,2554,1442,2,500,1699,0,145,0,0,9,0,-125,0,552,77,11740
2025/4/17,1:30,11870,4886,2856,1437,2,503,1705,0,145,0,0,5,0,-123,0,378,76,11870
2025/4/17,2:00,12085,4886,3312,1479,2,502,1728,0,145,0,0,3,0,-201,0,146,83,12085
2025/4/17,2:30,12428,4885,4008,1608,2,502,1756,0,145,0,0,2,0,-391,13,-184,82,12428
2025/4/17,3:00,12701,4886,4364,1660,2,504,1777,0,145,0,0,4,0,-390,3,-340,86,12701
2025/4/17,3:30,12829,4886,4157,1728,2,513,1803,0,145,0,0,4,0,-27,3,-472,87,12829
2025/4/17,4:00,12951,4886,3818,1711,2,501,1816,0,145,0,0,5,0,181,3,-202,85,12951
2025/4/17,4:30,12963,4885,4007,1709,2,502,1817,0,145,0,0,4,0,216,2,-410,84,12963
2025/4/17,5:00,13053,4885,4041,1712,2,497,1825,0,145,0,0,3,0,256,2,-396,81,13053
2025/4/17,5:30,12829,4886,3896,1725,2,494,1833,0,145,15,0,4,0,185,2,-438,80,12829
2025/4/17,6:00,12808,4887,3268,1718,2,495,1746,0,145,355,0,5,0,214,2,-92,63,12808
2025/4/17,6:30,13157,4887,2812,1658,2,477,1698,0,145,958,0,4,0,234,1,218,63,13157
2025/4/17,7:00,13475,4887,2605,1575,2,407,1396,0,145,1713,0,8,0,45,2,660,30,13475
2025/4/17,7:30,13828,4887,2353,1447,2,374,1231,0,145,2561,0,15,0,-269,2,1052,28,13828
2025/4/17,8:00,14636,4886,2153,1443,2,365,1138,0,145,3381,18,14,4,-132,4,1210,27,14636
2025/4/17,8:30,15368,4886,1908,1414,2,361,1113,0,145,4151,22,17,4,-111,2,1448,32,15368
2025/4/17,9:00,15933,4886,2013,1399,2,373,1116,0,145,4767,25,22,3,-68,2,1260,16,15933
2025/4/17,9:30,16059,4886,1563,1358,2,378,1114,0,145,5240,27,28,2,-300,6,1622,17,16059
2025/4/17,10:00,16041,4886,1658,1225,2,369,1109,0,145,5604,30,36,2,-851,2,1842,14,16041
2025/4/17,10:30,16111,4885,1444,1218,2,367,1088,0,145,5841,42,48,2,-988,2,2034,25,16111
2025/4/17,11:00,16114,4885,1676,1146,2,369,1019,0,145,5984,47,64,2,-1041,5,1824,36,16114
2025/4/17,11:30,15917,4886,1586,1026,2,370,1014,0,145,5918,48,68,2,-1302,5,2162,37,15917
2025/4/17,12:00,15272,4886,1538,979,2,375,1014,0,145,5878,48,78,2,-1789,8,2124,34,15272
2025/4/17,12:30,15125,4885,1532,962,2,377,1022,0,145,5779,47,87,0,-1885,8,2176,35,15125
2025/4/17,13:00,15787,4885,1739,963,2,391,1146,0,145,5661,47,88,0,-1085,6,1796,50,15787
2025/4/17,13:30,15974,4885,1700,953,2,388,1196,0,145,5427,41,92,0,-612,7,1748,43,15974
2025/4/17,14:00,15912,4886,1675,970,2,360,1250,0,145,4959,21,99,0,-183,5,1722,22,15912
2025/4/17,14:30,15724,4885,1969,994,2,370,1319,0,145,4424,22,107,0,-361,6,1842,22,15724
2025/4/17,15:00,15647,4885,2602,986,2,361,1421,0,145,3843,21,106,2,-385,8,1642,31,15647
2025/4/17,15:30,15678,4886,2777,982,2,370,1482,0,145,3151,18,97,2,63,5,1690,28,15678
2025/4/17,16:00,15698,4886,3373,993,2,372,1626,0,145,2296,0,89,0,426,5,1450,35,15698
2025/4/17,16:30,15266,4886,3018,1083,2,404,1762,0,145,1522,0,82,0,427,1,1900,34,15266
2025/4/17,17:00,15074,4885,3565,1169,3,470,2107,0,145,877,0,75,0,429,2,1278,69,15074
2025/4/17,17:30,14914,4886,3462,1388,3,486,2168,0,145,362,0,82,0,478,2,1386,66,14914
2025/4/17,18:00,15092,4885,3814,1531,3,476,2293,0,145,68,0,82,0,463,5,1240,87,15092
2025/4/17,18:30,15252,4885,4384,1784,3,480,2287,0,145,0,0,87,0,542,1,568,86,15252
2025/4/17,19:00,15051,4886,4055,1830,3,477,2222,0,145,0,0,84,0,406,0,858,85,15051
2025/4/17,19:30,14739,4885,3932,1817,3,472,2183,0,145,0,0,82,0,343,0,790,87,14739
2025/4/17,20:00,14436,4885,3837,1819,3,477,2153,0,145,0,0,85,0,294,1,664,73,14436
2025/4/17,20:30,14251,4885,3855,1812,3,478,2140,0,145,0,0,90,0,293,0,476,74,14251
2025/4/17,21:00,13965,4885,3799,1757,3,474,2035,0,145,0,0,86,0,295,2,416,68,13965
2025/4/17,21:30,13624,4885,3781,1759,3,479,2008,0,145,0,0,85,0,288,2,120,69,13624
2025/4/17,22:00,13222,4885,3509,1744,3,481,1956,0,145,0,0,83,0,213,2,136,65,13222
2025/4/17,22:30,12823,4885,3265,1755,3,484,1939,0,145,0,0,83,0,74,0,124,66,12823
2025/4/17,23:00,12698,4885,3263,1812,3,481,1790,0,145,0,0,89,0,-174,3,334,67,12698
2025/4/17,23:30,12120,4886,3033,1983,3,502,1762,0,145,0,0,73,0,-196,1,-140,68,12120
2025/4/18,0:00,11736,4887,2198,1837,2,483,1621,0,145,0,0,62,0,-451,0,880,72,11736
2025/4/18,0:30,11307,4872,1951,1794,2,484,1630,0,145,0,0,65,0,-853,0,1146,71,11307
2025/4/18,1:00,11160,4826,2076,1799,2,496,1630,0,145,0,0,59,0,-841,0,896,72,11160
2025/4/18,1:30,11186,4835,2067,1794,2,492,1620,0,145,0,0,60,0,-846,0,944,73,11186
2025/4/18,2:00,11444,4852,2211,1798,2,488,1706,0,145,0,0,53,0,-835,0,946,78,11444
2025/4/18,2:30,11731,4867,2660,1794,2,494,1711,0,145,0,0,46,0,-768,8,694,78,11731
2025/4/18,3:00,12065,4879,3058,1771,2,489,1713,0,145,0,0,41,0,-257,2,140,82,12065
2025/4/18,3:30,12222,4883,3260,1720,2,490,1717,0,145,0,0,40,0,-168,0,50,83,12222
2025/4/18,4:00,12291,4883,3320,1743,2,487,1735,0,149,0,0,42,0,-159,1,10,78,12291
2025/4/18,4:30,12281,4884,3191,1776,2,491,1724,0,167,0,0,43,0,-183,0,108,78,12281
2025/4/18,5:00,12096,4884,3221,1775,2,497,1725,0,172,0,0,39,0,-152,1,-146,78,12096
2025/4/18,5:30,11875,4885,2873,1783,2,479,1725,0,176,6,0,40,0,-173,0,2,77,11875
2025/4/18,6:00,11829,4886,2439,1789,2,479,1701,0,184,174,0,48,0,-178,0,238,67,11829
2025/4/18,6:30,12219,4885,2404,1797,2,478,1672,0,198,578,0,53,0,-187,1,270,68,12219
2025/4/18,7:00,12603,4886,2212,1791,2,471,1476,0,222,909,0,49,0,-176,1,702,58,12603
2025/4/18,7:30,13204,4886,2042,1754,2,489,1451,0,241,1252,0,43,0,-457,0,1442,59,13204
2025/4/18,8:00,14258,4884,2409,1768,2,471,1417,0,241,1702,0,33,0,-435,7,1724,35,14258
2025/4/18,8:30,14983,4884,2091,1809,2,478,1346,0,241,2139,0,35,0,-400,4,2320,34,14983
2025/4/18,9:00,15392,4884,2038,1751,2,472,1197,0,247,2653,0,29,0,-98,4,2212,1,15392
2025/4/18,9:30,15399,4885,1559,1710,2,474,1148,0,272,3231,0,25,0,-26,3,2116,0,15399
2025/4/18,10:00,15551,4884,1595,1631,2,399,1074,0,283,3771,13,23,0,-505,2,2350,42,15551
2025/4/18,10:30,15872,4884,1981,1628,2,361,1061,0,283,3944,13,28,0,-485,2,2140,43,15872
2025/4/18,11:00,15695,4884,1581,1555,2,354,1056,0,283,3964,17,33,0,-369,2,2356,-6,15695
2025/4/18,11:30,15485,4886,1691,1637,2,346,1051,0,282,3977,26,35,0,-836,0,2412,2,15485
2025/4/18,12:00,14792,4885,1725,1642,2,351,985,0,284,4117,29,35,0,-1211,1,1974,2,14792
2025/4/18,12:30,14681,4884,1771,1599,2,346,980,0,293,4220,28,42,0,-979,5,1516,2,14681
2025/4/18,13:00,15439,4884,1609,1536,2,353,968,0,311,4508,19,46,0,-489,6,1710,-5,15439
2025/4/18,13:30,15740,4885,1788,1482,2,389,963,0,320,4747,13,55,0,-659,2,1776,-10,15740
2025/4/18,14:00,15780,4884,1921,1381,2,467,1015,0,325,4687,9,56,0,-526,5,1584,-21,15780
2025/4/18,14:30,15749,4884,2082,1354,2,483,1016,0,326,4402,0,60,0,-176,5,1340,-29,15749
2025/4/18,15:00,15776,4885,2545,1324,2,484,1185,0,327,3894,0,63,0,-142,3,1216,-10,15776
2025/4/18,15:30,15713,4884,2438,1376,2,500,1271,0,327,3180,0,67,0,-102,7,1774,-11,15713
2025/4/18,16:00,15610,4884,2694,1455,2,496,1422,0,329,2400,0,72,0,218,7,1604,27,15610
2025/4/18,16:30,15360,4883,2364,1598,2,489,1523,0,332,1601,0,78,0,544,4,1916,26,15360
2025/4/18,17:00,15059,4884,2871,1623,1,477,1739,0,330,912,0,79,0,1115,2,970,56,15059
2025/4/18,17:30,14929,4884,2495,1627,1,469,1781,0,330,393,0,75,0,1318,4,1498,54,14929
2025/4/18,18:00,14897,4884,2796,1678,1,468,2048,0,329,71,0,75,0,1415,5,1056,71,14897
2025/4/18,18:30,14923,4884,3112,1784,1,476,2021,0,330,0,0,79,0,1603,4,558,71,14923
2025/4/18,19:00,14707,4884,2856,1776,1,465,1992,0,331,0,0,76,0,1581,3,668,74,14707
2025/4/18,19:30,14410,4884,2667,1799,1,463,1968,0,332,0,0,63,0,1587,1,572,73,14410
2025/4/18,20:00,14058,4884,2717,1793,1,477,1857,0,331,0,0,53,0,1626,3,244,72,14058
2025/4/18,20:30,13873,4884,2616,1796,1,467,1802,0,331,0,0,48,0,1655,3,198,72,13873
2025/4/18,21:00,13492,4885,2524,1800,1,478,1708,0,328,0,0,35,0,1680,2,-26,77,13492
2025/4/18,21:30,13135,4885,2254,1796,1,463,1710,0,329,0,0,36,0,1418,0,166,77,13135
2025/4/18,22:00,12791,4884,2023,1762,1,484,1553,0,329,0,0,38,0,1470,3,168,76,12791
2025/4/18,22:30,12547,4885,2266,1702,1,472,1564,0,331,0,0,35,0,1467,2,-254,76,12547
2025/4/18,23:00,12391,4885,2226,1483,1,476,1527,0,331,0,0,32,0,1075,5,276,74,12391
2025/4/18,23:30,12122,4885,2474,1294,1,476,1511,0,331,0,0,30,0,712,2,332,74,12122
2025/4/19,0:00,11584,4885,2476,1213,1,478,1358,0,331,0,0,30,0,528,1,184,99,11584
2025/4/19,0:30,11188,4886,2532,1220,1,479,1339,0,331,0,0,34,0,438,0,-170,98,11188
2025/4/19,1:00,11030,4885,2603,1166,1,473,1333,0,330,0,0,27,0,401,0,-286,97,11030
2025/4/19,1:30,11051,4885,2776,1150,1,482,1342,0,329,0,0,23,0,353,0,-388,98,11051
2025/4/19,2:00,11173,4885,2728,1148,1,479,1445,0,330,0,0,20,0,358,0,-324,103,11173
2025/4/19,2:30,11430,4885,2802,1156,1,497,1430,0,331,0,0,14,0,333,12,-134,103,11430
2025/4/19,3:00,11799,4885,3112,1149,1,480,1448,0,333,0,0,11,0,321,5,-54,108,11799
2025/4/19,3:30,11891,4884,3034,1156,1,487,1458,0,331,0,0,10,0,341,4,76,109,11891
2025/4/19,4:00,11766,4884,3146,1151,1,483,1461,0,330,0,0,5,0,337,3,-142,107,11766
2025/4/19,4:30,11671,4885,3459,1147,1,484,1462,0,332,0,0,3,0,321,1,-530,106,11671
2025/4/19,5:00,11377,4885,3328,1148,1,491,1465,0,330,0,0,1,0,337,2,-716,105,11377
2025/4/19,5:30,10833,4886,2544,1149,1,477,1455,0,329,16,0,1,0,322,2,-452,103,10833
2025/4/19,6:00,10609,4886,2176,1173,1,486,1339,0,333,364,0,1,0,-192,3,-46,85,10609
2025/4/19,6:30,10840,4886,1894,1215,1,459,1323,0,331,922,0,2,0,-453,3,174,83,10840
2025/4/19,7:00,11117,4887,2021,1077,1,393,1158,0,331,1565,0,2,0,-815,0,440,57,11117
2025/4/19,7:30,11659,4885,2173,852,1,351,1144,0,331,2316,0,3,0,-319,3,-136,55,11659
2025/4/19,8:00,12236,4885,1649,674,1,346,1091,0,330,3075,31,3,0,-198,2,348,30,12236
2025/4/19,8:30,12791,4883,1183,623,1,340,1074,0,328,3814,52,4,0,-326,7,812,48,12791
2025/4/19,9:00,13183,4884,1122,578,1,338,941,0,309,4505,61,5,0,-799,4,1268,27,13183
2025/4/19,9:30,13486,4884,860,453,1,341,924,0,289,5093,68,6,0,-1447,3,2048,31,13486
2025/4/19,10:00,13525,4884,769,369,1,335,916,0,264,5357,85,7,0,-1818,0,2406,35,13525
2025/4/19,10:30,13696,4884,968,368,1,338,893,0,263,5488,97,8,0,-2358,0,2798,45,13696
2025/4/19,11:00,13718,4883,843,370,1,341,861,0,266,5592,104,8,0,-2183,0,2690,46,13718
2025/4/19,11:30,13609,4884,677,371,1,341,842,0,258,5778,107,8,0,-2179,0,2580,48,13609
2025/4/19,12:00,13533,4883,747,378,1,336,825,0,263,5809,300,9,0,-2466,0,2698,50,13533
2025/4/19,12:30,13506,4883,919,380,1,339,828,0,264,5782,280,9,0,-2536,0,2590,47,13506
2025/4/19,13:00,13704,4883,1055,367,1,343,842,0,260,5783,105,13,0,-2372,0,2478,51,13704
2025/4/19,13:30,13639,4884,1123,367,1,354,867,0,285,5503,95,21,0,-2042,2,2226,48,13639
2025/4/19,14:00,13624,4883,1530,392,1,355,965,0,310,5093,82,28,0,-1732,6,1754,39,13624
2025/4/19,14:30,13501,4884,1650,420,1,352,1043,0,323,4589,66,35,0,-1198,6,1368,28,13501
2025/4/19,15:00,13415,4884,1717,511,1,353,1091,0,328,3968,51,43,0,-1022,6,1504,31,13415
2025/4/19,15:30,13463,4883,2179,589,1,353,1168,0,327,3226,35,53,0,-678,9,1330,23,13463
2025/4/19,16:00,13372,4883,2216,787,1,363,1343,0,331,2465,0,58,0,-356,6,1228,47,13372
2025/4/19,16:30,13297,4884,2557,962,1,396,1479,0,329,1666,0,59,0,142,8,768,46,13297
2025/4/19,17:00,13146,4884,2797,1211,1,456,1625,0,327,902,0,64,0,535,4,262,78,13146
2025/4/19,17:30,13127,4884,2660,1206,1,468,1698,0,329,364,0,68,0,433,6,936,74,13127
2025/4/19,18:00,13286,4883,3451,1164,1,454,1911,0,330,68,0,67,0,354,8,500,95,13286
2025/4/19,18:30,13520,4883,3821,1184,1,458,1912,0,332,0,0,64,0,473,8,290,94,13520
2025/4/19,19:00,13461,4884,3687,1149,1,474,1819,0,333,0,0,58,0,470,2,488,96,13461
2025/4/19,19:30,13258,4885,3778,1147,1,471,1827,0,333,0,0,60,0,483,2,176,95,13258
2025/4/19,20:00,13049,4885,3549,1318,1,454,1716,0,331,0,0,72,0,409,3,218,93,13049
2025/4/19,20:30,12848,4884,3286,1423,1,466,1709,0,330,0,0,80,0,329,2,246,92,12848
2025/4/19,21:00,12453,4885,3033,1418,1,468,1704,0,330,0,0,82,0,326,1,116,89,12453
2025/4/19,21:30,12278,4886,3146,1409,1,454,1701,0,330,0,0,88,0,328,1,-156,90,12278
2025/4/19,22:00,11884,4885,2691,1407,1,462,1653,0,332,0,0,91,0,319,1,-46,88,11884
2025/4/19,22:30,11491,4885,2571,1407,1,472,1642,0,332,0,0,93,0,324,1,-324,87,11491
2025/4/19,23:00,11480,4885,2732,1420,1,463,1610,0,331,0,0,102,0,331,1,-484,88,11480
2025/4/19,23:30,11157,4886,2566,1416,1,470,1588,0,331,0,0,106,0,324,1,-618,86,11157
2025/4/20,0:00,10836,4886,2549,1416,1,493,1520,0,331,0,0,103,0,274,0,-822,85,10836
2025/4/20,0:30,10479,4885,2857,1484,1,474,1519,0,331,0,0,98,0,-226,0,-1030,86,10479
2025/4/20,1:00,10246,4885,2745,1479,1,487,1517,0,330,0,0,92,0,-253,0,-1124,87,10246
2025/4/20,1:30,10185,4884,2715,1481,1,490,1515,0,330,0,0,90,0,-224,8,-1192,87,10185
2025/4/20,2:00,10425,4885,3023,1485,1,510,1507,0,329,0,0,91,0,-252,2,-1246,90,10425
2025/4/20,2:30,10738,4885,3280,1478,1,488,1517,0,330,0,0,90,0,-251,3,-1174,91,10738
2025/4/20,3:00,11130,4885,3490,1486,1,486,1530,0,331,0,0,83,0,-265,2,-994,95,11130
2025/4/20,3:30,11134,4885,3372,1447,1,491,1528,0,330,0,0,80,0,-234,2,-862,94,11134
2025/4/20,4:00,11217,4885,3418,1278,1,485,1554,0,330,0,0,84,0,-262,1,-652,95,11217
2025/4/20,4:30,11061,4885,3422,1223,1,502,1557,0,330,0,0,77,0,-240,2,-792,94,11061
2025/4/20,5:00,10902,4886,2610,1177,1,497,1549,0,330,0,0,70,0,90,4,-412,100,10902
2025/4/20,5:30,10509,4887,1643,1088,1,488,1538,0,329,4,0,80,0,94,1,258,98,10509
2025/4/20,6:00,10177,4886,1539,1161,1,481,1418,0,331,99,0,38,0,-100,7,224,92,10177
2025/4/20,6:30,10200,4886,1524,1214,1,480,1379,0,331,406,0,29,0,-135,3,-10,92,10200
2025/4/20,7:00,10386,4885,1558,1072,1,390,1322,0,330,605,0,40,0,-215,7,308,83,10386
2025/4/20,7:30,10587,4886,1417,1001,1,371,1351,0,330,844,0,29,0,-455,5,724,83,10587
2025/4/20,8:00,10959,4885,1601,1047,1,346,1309,0,331,1141,0,19,0,-265,6,464,74,10959
2025/4/20,8:30,11200,4884,1446,1064,1,357,1306,0,330,1361,0,19,0,201,9,146,76,11200
2025/4/20,9:00,11612,4884,1313,1059,1,349,1286,0,329,1598,0,17,0,228,7,478,63,11612
2025/4/20,9:30,11762,4885,949,1000,1,352,1259,0,328,1868,0,8,0,-45,2,1092,63,11762
2025/4/20,10:00,11814,4885,982,1033,1,349,1212,0,330,2109,0,11,0,-32,1,890,43,11814
2025/4/20,10:30,11881,4884,651,907,1,355,1198,0,332,2422,0,9,0,-440,1,1520,41,11881
